Bookmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,1,"4,716",0,"4,716",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,2,"4,918",0,"4,918",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,3,"17,492",0,"17,492",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,4,"26,788",0,"26,788",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,5,"27,530",0,"27,530",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,6,"40,216",0,"40,216",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,7,"44,086",0,"44,086",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,8,"37,215",0,"37,215",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,9,"31,035",0,"31,035",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,10,"20,685",0,"20,685",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,11,"10,644",0,"10,644",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,12,"4,255",0,"4,255",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2017,"269,580",0,"269,580",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,1,"5,695",0,"5,695",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,2,"8,486",0,"8,486",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,3,"17,468",0,"17,468",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,4,"26,548",0,"26,548",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,5,"33,102",0,"33,102",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,6,"35,569",0,"35,569",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,7,"47,607",0,"47,607",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,8,"22,124",0,"22,124",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,9,"29,761",0,"29,761",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,10,"19,638",0,"19,638",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,11,"11,402",0,"11,402",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,12,"3,564",0,"3,564",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2018,"260,964",0,"260,964",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,1,"1,939",0,"1,939",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,2,"6,534",0,"6,534",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,3,"14,566",0,"14,566",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,4,"16,496",0,"16,496",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,5,"24,646",0,"24,646",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,6,"26,854",0,"26,854",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,7,"37,334",0,"37,334",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,8,"34,816",0,"34,816",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,9,"32,877",0,"32,877",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,10,"19,425",0,"19,425",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,11,"15,975",0,"15,975",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,12,"6,764",0,"6,764",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2019,"238,226",0,"238,226",0,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,1,"15,520",600,"102,429",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,2,"14,342",600,"94,657",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,3,"20,936",600,"138,175",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,4,"85,267",600,"516,088",600,0,0,594,195,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,5,"222,978","7,500","1,680,423","7,500",0,100,"10,827","3,213",298,0,788,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,6,"476,191","7,500","3,657,913","7,500",0,343,"24,372","9,360",298,0,"1,976",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,7,"743,529","7,500","5,107,426","7,500",0,188,"39,429","12,642",325,0,"2,929",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,8,"762,436","7,500","5,209,104","7,500",0,368,"39,864","11,874",336,0,"3,071",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,9,"595,388","7,500","3,916,584","7,500",0,556,"27,054","13,554",253,0,"1,565",Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,10,"507,594","6,000","3,201,030","6,000",0,102,"10,446","4,974",87,0,560,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,11,"53,006",600,"318,037",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2017,12,"12,084",600,"72,504",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2017,"3,509,271","47,100","24,014,370","47,100",0,"1,657","152,586","55,812","1,597",0,"10,889"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,1,"11,974",600,"79,026",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,2,"12,167",600,"80,301",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,3,"23,756",600,"156,790",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,4,"72,858",600,"421,428",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,5,"249,050","7,500","1,854,392","7,500",0,25,"11,325","3,912",126,0,815,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,6,"499,163","7,500","3,861,197","7,500",0,296,"25,626","10,479",323,0,"2,490",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,7,"759,165","7,500","5,119,628","7,500",0,188,"37,218","12,723",345,0,"3,286",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,8,"767,219","7,500","5,175,840","7,500",0,370,"37,923","12,579",345,0,"3,134",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,9,"600,397","7,500","3,885,466","7,500",0,485,"25,128","14,097",271,0,"1,542",Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,10,"488,204","6,000","2,657,950","6,000",0,0,"7,524","4,425",62,0,431,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,11,"40,930",600,"245,582",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2018,12,"12,692",600,"76,154",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2018,"3,537,575","47,100","23,613,754","47,100",0,"1,364","144,744","58,215","1,472",0,"11,698"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,1,"8,532",600,"56,311",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,2,"9,154",600,"60,414",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,3,"20,161",600,"133,064",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,4,"68,046",600,"394,023",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,5,"226,156","7,500","1,670,692","7,500",0,4,"10,416","3,327",0,0,"1,012",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,6,"490,720","7,500","3,731,975","7,500",0,102,"23,721","10,383",263,0,"1,851",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,7,"756,439","7,500","5,049,909","7,500",0,117,"36,135","11,853",357,0,"3,222",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,8,"759,735","7,500","5,159,613","7,500",0,242,"39,093","11,637",396,0,"3,806",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,9,"603,273","7,500","3,807,421","7,500",0,500,"22,425","15,174",185,0,"1,393",Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,10,"436,194","6,000","2,778,987","6,000",0,125,"9,195","5,322",83,0,390,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,11,"46,011",600,"276,064",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Acadia NP,ACAD,National Park,Northeast ,ME,2019,12,"12,865",600,"77,191",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2019,"3,437,286","47,100","23,195,664","47,100",0,"1,090","140,985","57,696","1,284",0,"11,674"
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,1,325,200,162,200,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,2,528,70,264,70,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,3,905,0,452,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,4,"12,594",65,"12,594",65,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,5,"19,501",95,"19,501",95,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,6,"34,573",65,"34,570",65,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,7,"52,459",106,"52,451",106,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,8,"53,723",115,"53,715",115,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,9,"34,171",0,"34,155",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,10,"36,762",105,"36,762",105,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,11,"9,640",110,"9,622",110,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,12,381,105,190,105,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2017,"255,562","1,036","254,438",517,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,1,361,45,180,45,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,2,354,35,177,35,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,3,84,0,42,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,4,"3,319",0,"3,319",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,5,"18,306",115,"18,306",115,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,6,"21,114",90,"21,114",90,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,7,"16,533",0,"16,533",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,8,"14,439",0,"14,439",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,9,"20,587",0,"20,587",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,10,"21,819",110,"21,819",110,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,11,"3,847",70,"3,847",70,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,12,244,30,122,30,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2018,"121,007",495,"120,485",248,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2019,1,27,0,14,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2019,"187,400",0,"187,043",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2019,2,179,0,90,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2019,"187,400",0,"187,043",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2019,3,253,0,126,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2019,"187,400",0,"187,043",0,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2019,4,537,0,537,0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2019,"187,400",0,"187,043",0,0,0,0,0,0,0,0
